pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2024-08-12	Uncertainty-Informed Volume Visualization using Implicit Neural Representation	IEEE Workshop on Uncertainty Visualization in conjunction with IEEE VIS 2024, Florida, USA	In this work, we propose uncertainty-aware implicit neural representations to model scalar field data sets effectively and comprehensively study the efficacy and benefits of estimated uncertainty information for volume visualization tasks.	citation	uncertvolren	http://shreyb2091.github.io/files/paper1.pdf	http://shreyb2091.github.io/files/slides1.pdf
